,lev_va_ft,County,MeasurementDate,Well_ID,SaturatedThickness,y_lat,x_long
14744,31.92,Lynn,2000/02/23,2344401,118.08,33.32398057,-101.5890403
14745,49.55,Garza,1999/12/14,2344904,77.45,33.25509348,-101.5315344
14746,83.61,Lynn,2000/02/22,2349101,56.39,33.24675644,-101.9807198
14747,49.9,Lynn,2000/02/22,2349401,62.1,33.20314628,-101.97071940000001
14753,19.72,Lynn,2000/02/23,2351901,55.28,33.13009565,-101.6323699
14754,27.32,Lynn,2000/02/23,2352101,70.68,33.22953801,-101.5965369
14755,22.06,Lynn,2000/02/23,2352701,37.94,33.16620603,-101.6162588
14758,14.88,Lynn,2000/02/22,2357302,55.12,33.12231517,-101.9168277
14759,24.64,Lynn,2000/02/22,2357501,65.36,33.06759369,-101.9471066
14761,28.01,Lynn,2000/02/22,2358401,31.99,33.06787255,-101.8621021
14762,8.4,Lynn,2000/02/23,2358601,19.6,33.06509599,-101.77265279999999
14764,17.03,Lynn,2000/02/23,2359101,67.97,33.11148417,-101.7368187
14766,36.39,Lynn,2000/02/23,2359501,35.61,33.077040999999994,-101.6776487
14770,130.07,Bailey,2000/01/25,2401501,69.93,33.93064459,-102.94077390000001
14771,116.18,Bailey,2000/01/25,2401601,58.81999999999999,33.94481069,-102.90994
14773,45.58,Bailey,2000/01/24,2402301,34.42,33.9981421,-102.7849382
14774,47.83,Bailey,2000/01/24,2402303,87.17,33.96231031,-102.78632640000001
14776,44.53,Bailey,2000/01/24,2402701,50.47,33.90425712,-102.8510491
14777,48.18,Bailey,2000/01/19,2402702,34.82,33.9009239,-102.86827170000001
14780,19.91,Bailey,2000/01/24,2403102,75.09,33.9867542,-102.71743409999999
14785,28.53,Bailey,2000/01/19,2403901,39.47,33.892869399999995,-102.6479808
14786,53.72,Lamb,2000/01/12,2404301,96.28,33.966756700000005,-102.5371384
14789,50.4,Lamb,2000/01/12,2405102,59.6,33.9659239,-102.48213390000001
14790,107.65,Lamb,2000/01/12,2405304,23.349999999999994,33.98731298,-102.4121304
14791,64.85,Lamb,2000/01/11,2405502,64.15,33.93064739,-102.41907420000001
14794,144.32,Lamb,2000/01/12,2406102,43.68000000000001,33.99148018,-102.35462729999999
14796,88.06,Lamb,2000/01/19,2406402,87.94,33.94675861,-102.3610157
14798,159.28,Lamb,2000/01/11,2406604,40.72,33.95398145,-102.2693442
14800,153.95,Lamb,2000/01/11,2407101,59.05000000000001,33.98759224,-102.2454547
14801,171.7,Lamb,2000/01/11,2407203,78.30000000000001,33.96758982,-102.1804543
14802,148.0,Lamb,2000/01/12,2407301,3.0,33.98592099,-102.12850999999999
14803,154.9,Lamb,2000/01/11,2407605,48.099999999999994,33.93120013,-102.1543427
14804,150.85,Lamb,2000/01/11,2407701,27.150000000000006,33.91453609,-102.21656479999999
14805,130.58,Lamb,2000/01/11,2407901,39.41999999999999,33.87925595,-102.152953
14807,221.75,Hale,2000/02/11,2408301,119.25,33.99258318,-102.01517659999999
14808,164.05,Lamb,2000/01/12,2408402,32.94999999999999,33.9534201,-102.1015651
14809,168.17,Hale,2000/02/11,2408501,102.83000000000001,33.94314051,-102.05489820000001
14810,212.32,Hale,2000/02/11,2408602,118.68,33.94119431,-102.0110092
14811,156.23,Lamb,2000/01/11,2408701,63.77000000000001,33.89814255,-102.09989759999999
14813,167.85,Hale,2000/02/11,2408902,134.15,33.88536128,-102.0135084
14814,81.79,Bailey,2000/01/19,2409302,91.21,33.87259182,-102.8882718
14815,97.9,Cochran,2000/01/26,2409401,52.099999999999994,33.79842858,-102.9727178
14816,150.07,Bailey,2000/01/24,2409501,56.93000000000001,33.8320381,-102.93355030000001
14817,131.25,Cochran,2000/01/26,2409602,88.75,33.81648327,-102.9079938
14818,123.52,Cochran,2000/01/26,2409801,53.480000000000004,33.76204141,-102.95688359999998
14819,132.12,Cochran,2000/01/26,2409901,60.879999999999995,33.76509674,-102.89743709999999
14820,96.88,Bailey,2000/01/19,2410101,41.120000000000005,33.85537041,-102.8643819
14821,109.89,Bailey,2000/01/19,2410102,160.11,33.85592596,-102.8399368
14822,116.69,Bailey,2000/01/19,2410201,90.31,33.87036977,-102.8285479
14823,119.79,Bailey,2000/01/19,2410303,42.209999999999994,33.84620421,-102.76298990000001
14824,103.2,Cochran,2000/01/25,2410503,30.799999999999997,33.81176125,-102.8104907
14825,115.45,Cochran,2000/01/26,2410702,31.549999999999997,33.79120663,-102.8704922
14826,112.73,Cochran,2000/01/25,2410903,38.269999999999996,33.77898488,-102.7921561
14828,30.79,Bailey,2000/01/19,2411301,39.21,33.85287084,-102.64159040000001
14829,34.08,Bailey,2000/01/19,2411302,70.92,33.83398261,-102.6546468
14830,95.58,Cochran,2000/01/25,2411403,34.42,33.80731697,-102.7435436
14831,115.7,Cochran,2000/01/25,2411703,94.3,33.76926297,-102.7310415
14832,136.35,Cochran,2000/01/24,2411803,55.650000000000006,33.75343003,-102.670202
14833,114.32,Cochran,2000/01/25,2411805,66.68,33.79065093,-102.704095
14834,54.05,Lamb,1999/12/13,2412101,43.95,33.8389825,-102.5965858
14835,29.6,Lamb,1999/12/13,2412301,70.4,33.84953784,-102.5335245
14837,95.75,Hockley,1999/12/13,2412801,51.25,33.78731743,-102.55491409999999
14839,42.08,Lamb,1999/12/13,2414101,77.92,33.86175999,-102.3460135
14840,58.6,Lamb,2000/01/11,2414301,49.4,33.84064917,-102.2640645
14841,86.98,Hockley,2000/01/26,2414501,56.019999999999996,33.81620504,-102.3085109
14843,46.64,Hockley,2000/01/26,2414701,56.36,33.76259493,-102.3649017
14845,126.22,Lamb,2000/01/11,2415201,73.78,33.87453608,-102.2090642
14846,72.74,Hockley,2000/01/28,2415504,27.260000000000005,33.79981286,-102.1732298
14847,81.9,Lamb,2000/01/11,2415506,18.099999999999994,33.82898079,-102.2076747
14848,83.69,Hockley,2000/01/26,2415507,31.310000000000002,33.81536967,-102.2051745
14850,103.82,Hockley,2000/01/28,2415605,10.180000000000007,33.80481157,-102.14350759999999
14851,139.35,Lamb,2000/01/11,2415609,10.650000000000006,33.83314507,-102.1515635
14852,101.39,Hockley,2000/01/26,2415701,54.61,33.77814806,-102.21322959999999
14854,55.66,Hockley,2000/01/28,2415901,29.340000000000003,33.7917566,-102.1554518
14855,166.95,Lamb,2000/01/11,2416101,29.05000000000001,33.85203209,-102.1096192
14857,129.67,Hale,2000/02/11,2416311,51.33000000000001,33.83702765,-102.00211879999999
14859,136.02,Hockley,2000/01/28,2416405,27.97999999999999,33.80536479,-102.0887852
14861,106.08,Hockley,2000/01/28,2416702,33.92,33.77730932,-102.08767370000001
14862,73.88,Hockley,2000/01/28,2416706,38.120000000000005,33.78453297,-102.1215628
14864,168.71,Lubbock,2000/02/01,2416901,27.289999999999992,33.77925104,-102.024618
14866,151.5,Cochran,2000/01/26,2417301,36.5,33.72037566,-102.9096595
14867,124.82,Cochran,2000/01/26,2417401,73.18,33.70593164,-102.9854956
14868,152.53,Cochran,2000/01/26,2417502,37.47,33.68509851,-102.9402161
14869,151.3,Cochran,2000/01/25,2417801,51.69999999999999,33.63815472,-102.9221598
14871,150.9,Cochran,2000/01/26,2418103,39.099999999999994,33.72620881,-102.8668802
14872,168.35,Cochran,2000/01/26,2418104,86.65,33.74648631,-102.8674359
14873,188.85,Cochran,2000/01/25,2418201,65.15,33.71481998,-102.8249341
14874,146.9,Cochran,2000/01/26,2418202,43.099999999999994,33.74954175,-102.8224343
14875,143.02,Cochran,2000/01/26,2418301,37.97999999999999,33.74870835,-102.779655
14877,160.1,Cochran,2000/01/25,2418401,33.900000000000006,33.68870933,-102.8652133
14878,202.65,Cochran,2000/01/25,2418502,45.349999999999994,33.680376,-102.83048959999999
14879,193.81,Cochran,2000/01/24,2418601,44.19,33.68870907,-102.7832657
14882,122.53,Cochran,2000/01/24,2418901,66.47,33.66065381,-102.7707649
14883,145.1,Cochran,2000/01/24,2418904,68.9,33.64398732,-102.7657645
14885,154.2,Cochran,2000/01/24,2419404,47.80000000000001,33.70537536,-102.73576329999999
14887,159.85,Cochran,2000/01/24,2419702,38.150000000000006,33.63620939,-102.73187340000001
14888,132.92,Cochran,2000/01/24,2419902,67.08000000000001,33.64231966,-102.6449219
14889,166.61,Hockley,2000/01/25,2420102,13.389999999999986,33.73342997,-102.6082517
14890,161.45,Cochran,2000/01/24,2420103,68.55000000000001,33.74926325,-102.6157524
14891,148.22,Hockley,2000/01/25,2420201,81.78,33.74120746,-102.5565802
14892,161.2,Hockley,2000/03/03,2420301,45.80000000000001,33.72509632,-102.5424124
14893,138.77,Hockley,2000/01/25,2420401,56.22999999999999,33.68565231,-102.5893615
14895,174.09,Hockley,2000/01/25,2420603,105.91,33.67148528,-102.53463470000001
14896,153.88,Hockley,2000/01/25,2420701,46.120000000000005,33.64787469,-102.5885283
14897,165.9,Cochran,2000/01/24,2420702,30.099999999999994,33.64620822,-102.61075240000001
14898,169.99,Hockley,2000/01/25,2420901,10.009999999999991,33.63731866,-102.5318571
14899,49.23,Hockley,2000/01/26,2421201,40.77,33.74120673,-102.4379608
14900,98.57,Hockley,2000/01/26,2421301,41.43000000000001,33.71731732,-102.38656970000001
14904,172.43,Hockley,2000/01/26,2421803,51.56999999999999,33.639262200000005,-102.4535188
14905,191.13,Hockley,2000/01/26,2421904,55.870000000000005,33.65648385,-102.4029603
14906,74.54,Hockley,2000/01/26,2422201,41.459999999999994,33.73815029,-102.3226774
14907,81.67,Hockley,2000/01/26,2422202,34.33,33.73092777,-102.2937872
14908,91.89,Hockley,2000/01/26,2422601,63.11,33.67731587,-102.27406459999999
14909,190.75,Hockley,2000/01/26,2422701,27.25,33.64148342,-102.3757369
14910,123.27,Hockley,2000/01/26,2422802,39.730000000000004,33.64648258,-102.3065666
14911,114.24,Hockley,2000/01/26,2423102,52.760000000000005,33.73425961,-102.222396
14912,128.38,Hockley,2000/01/26,2423304,33.620000000000005,33.71897935,-102.1657291
14913,101.14,Hockley,2000/01/26,2423502,74.86,33.69036973,-102.20878509999999
14914,110.77,Hockley,2000/01/26,2423701,39.230000000000004,33.6523145,-102.22823000000001
14916,159.69,Hockley,2000/01/28,2424402,30.310000000000002,33.696477200000004,-102.114062
14917,85.65,Lubbock,2000/02/01,2424602,31.349999999999994,33.68925064,-102.0015609
14918,117.84,Hockley,2000/01/28,2424703,84.16,33.64231067,-102.1204506
14919,133.06,Lubbock,2000/01/31,2424903,65.94,33.65758511,-102.0262828
14922,152.54,Cochran,2000/01/21,2426101,53.46000000000001,33.62121026,-102.8632684
14928,143.1,Hockley,2000/01/25,2428103,68.9,33.60481946,-102.6015852
14929,151.0,Hockley,2000/01/25,2428203,68.0,33.61065218,-102.5451919
14930,123.6,Hockley,2000/03/03,2428303,86.4,33.59565176,-102.5032444
14931,192.38,Cochran,2000/01/25,2428401,90.62,33.57204204,-102.6185311
14932,156.86,Hockley,2000/01/25,2428501,87.13999999999999,33.56009702,-102.566583
14933,141.28,Hockley,2000/01/25,2428601,89.72,33.56620745,-102.5126901
14935,165.56,Hockley,2000/01/25,2428901,66.44,33.51120755,-102.5151911
14936,152.22,Hockley,2000/01/26,2429308,54.78,33.60231694,-102.40435009999999
14937,135.8,Hockley,2000/01/26,2429312,36.19999999999999,33.58481707,-102.41740659999999
14938,139.31,Hockley,2000/01/25,2429401,72.69,33.54565121,-102.4704657
14939,135.31,Hockley,2000/01/26,2429603,37.69,33.55092777,-102.4018507
14941,138.42,Hockley,2000/01/26,2430102,51.58000000000001,33.60064932,-102.34156899999999
14942,104.48,Hockley,2000/01/26,2430304,41.519999999999996,33.60287057,-102.2757321
14943,115.56,Hockley,2000/01/25,2430409,114.44,33.57287159,-102.35823690000001
14944,138.1,Hockley,2000/03/03,2430502,47.900000000000006,33.58203739,-102.3001781
14945,182.06,Hockley,2000/01/26,2430801,85.94,33.52064829,-102.32184670000001
14946,157.8,Hockley,2000/01/26,2430901,52.19999999999999,33.52342505,-102.26823259999999
14947,73.07,Hockley,2000/01/26,2431101,58.93000000000001,33.60870323,-102.2387861
14948,103.69,Hockley,2000/01/28,2431304,36.31,33.61481176,-102.1562845
14950,75.55,Hockley,2000/01/28,2431501,64.45,33.55758991,-102.1807295
14951,108.73,Hockley,2000/01/28,2431601,37.269999999999996,33.58342188,-102.12822829999999
14952,151.63,Hockley,2000/01/28,2431801,48.370000000000005,33.51231212,-102.1937855
14953,112.38,Hockley,2000/01/28,2431902,48.620000000000005,33.53425553,-102.1457286
14954,117.0,Lubbock,2000/01/31,2432303,46.0,33.60536345,-102.0346154
14955,126.72,Lubbock,2000/03/14,2432305,30.28,33.59841903,-102.0340598
14956,144.6,Lubbock,2000/01/31,2432317,54.400000000000006,33.58758515,-102.0140592
14957,98.58,Hockley,2000/01/28,2432406,46.42,33.55842079,-102.0907272
14958,118.9,Lubbock,2000/01/31,2432502,71.1,33.58286481,-102.0768382
14960,129.41,Hockley,2000/01/28,2432702,46.59,33.50703251,-102.11628309999999
14973,190.6,Cochran,2000/01/21,2436101,78.4,33.4973202,-102.6165869
14975,172.66,Hockley,2000/01/25,2436302,51.34,33.47731871,-102.5199143
14977,146.2,Hockley,2000/01/25,2436601,30.80000000000001,33.43176312,-102.52185990000001
14978,154.15,Hockley,2000/01/25,2437101,52.849999999999994,33.46204011,-102.47602320000001
14979,157.48,Hockley,2000/01/25,2437204,77.52000000000001,33.49898408,-102.4501875
14980,151.9,Hockley,2000/01/26,2437308,51.099999999999994,33.47814957,-102.39324040000001
14982,182.43,Hockley,2000/01/26,2438203,79.57,33.49342552,-102.3040683
14983,170.32,Hockley,2000/01/26,2438403,31.680000000000007,33.44648232,-102.36296159999999
14984,174.1,Hockley,2000/01/26,2438501,41.900000000000006,33.45370337,-102.3040692
14987,169.43,Hockley,2000/01/26,2438801,43.56999999999999,33.41453688,-102.30962590000001
14988,84.75,Terry,2000/01/10,2438901,57.25,33.38481431,-102.2882364
14989,156.73,Hockley,2000/01/28,2439302,39.27000000000001,33.47842231,-102.14933990000002
14991,109.19,Hockley,2000/01/28,2439702,66.81,33.40342437,-102.2329553
14993,51.45,Terry,2000/01/10,2439904,98.55,33.37703432,-102.1532297
14994,138.5,Lubbock,2000/01/31,2440201,49.5,33.48703121,-102.0510031
14995,156.74,Hockley,2000/01/28,2440403,48.25999999999999,33.44981095,-102.1248947
14996,136.43,Lubbock,2000/01/31,2440504,55.56999999999999,33.44147611,-102.042947
14997,88.35,Terry,2000/01/10,2440701,43.650000000000006,33.38481146,-102.11795009999999
14998,107.38,Hockley,2000/01/28,2440702,85.62,33.40981102,-102.1068385
15000,156.95,Yoakum,2000/01/08,2441502,63.05000000000001,33.29927031,-102.95910649999999
15001,105.63,Yoakum,2000/01/08,2441602,49.370000000000005,33.30065842,-102.90021490000001
15002,72.4,Yoakum,2000/01/08,2441802,45.599999999999994,33.25149248,-102.9207716
15007,57.04,Yoakum,2000/01/08,2443801,82.96000000000001,33.27509945,-102.67520440000001
15009,172.7,Terry,2000/01/20,2444301,27.30000000000001,33.35842967,-102.52158359999999
15013,134.52,Terry,2000/01/13,2445801,22.47999999999999,33.2687058,-102.4340806
15015,118.7,Terry,2000/01/13,2445902,41.3,33.25953866,-102.40519029999999
15017,120.18,Terry,2000/01/12,2446102,44.81999999999999,33.35426015,-102.3629635
15020,129.75,Terry,2000/01/10,2446801,47.25,33.26481526,-102.33129699999999
15021,143.05,Terry,2000/01/10,2446802,24.94999999999999,33.28342607,-102.31462890000002
15022,72.25,Terry,2000/02/01,2447201,15.75,33.35231305,-102.2054548
15023,84.3,Terry,2000/01/10,2447202,64.7,33.33397957,-102.18712070000001
15027,96.78,Lynn,2000/02/23,2448201,40.22,33.37369955,-102.0601696
15029,77.6,Terry,2000/01/10,2448401,62.400000000000006,33.32425631,-102.1026717
15030,87.56,Lynn,2000/02/22,2448602,32.44,33.32647762,-102.0351679
15031,109.6,Lynn,2000/02/22,2448901,46.400000000000006,33.25536729,-102.00961009999999
15034,76.99,Yoakum,2000/01/08,2449203,84.01,33.21121508,-102.952995
15036,122.8,Yoakum,2000/01/08,2449401,42.2,33.18399322,-102.99133
15041,107.03,Yoakum,2000/01/08,2450203,40.97,33.21593569,-102.8271559
15042,139.71,Yoakum,2000/01/08,2450204,50.28999999999999,33.24676878,-102.8166002
15044,52.1,Yoakum,2000/02/03,2450501,27.9,33.17287998,-102.8013207
15051,73.59,Yoakum,2000/02/14,2452701,56.41,33.15482048,-102.609922
15052,84.7,Terry,2000/01/14,2452801,75.3,33.14537535,-102.5824205
15054,102.0,Terry,2000/01/20,2453401,41.0,33.18592845,-102.4668597
15055,167.7,Terry,2000/02/03,2453501,55.30000000000001,33.18037238,-102.4299131
15056,96.13,Terry,2000/01/11,2454101,32.870000000000005,33.22842682,-102.35657629999999
15058,125.38,Terry,2000/01/11,2454701,27.620000000000005,33.14648259,-102.3612978
15059,109.65,Terry,2000/01/11,2454801,56.349999999999994,33.15564856,-102.30962840000001
15060,112.7,Terry,2000/01/20,2454901,47.3,33.12675949,-102.2879603
15063,50.65,Terry,2000/01/04,2455201,53.35,33.24953583,-102.2065675
15064,89.25,Terry,2000/01/04,2455401,20.75,33.18481417,-102.2254571
15065,9.25,Terry,2000/01/04,2456403,45.75,33.19675779,-102.0987824
15066,24.94,Lynn,2000/02/22,2456501,59.06,33.17453568,-102.0601688
15068,109.78,Yoakum,2000/01/15,2457101,76.22,33.12010405,-102.990774
15069,96.95,Yoakum,2000/02/05,2457301,49.05,33.11204765,-102.8927134
15071,57.37,Yoakum,1999/11/26,2457501,54.63,33.08288124,-102.9302151
15073,66.81,Yoakum,2000/02/05,2457601,65.19,33.04843646,-102.8793787
15077,97.73,Yoakum,2000/02/05,2458101,50.269999999999996,33.10704745,-102.86798979999999
15086,54.6,Yoakum,2000/02/03,2459201,77.4,33.11010053,-102.6935365
15093,43.16,Yoakum,2000/02/14,2460701,126.84,33.03065413,-102.61408670000002
15096,95.15,Terry,2000/01/05,2461901,56.849999999999994,33.018149699999995,-102.3846307
15098,98.65,Terry,2000/01/21,2462701,51.349999999999994,33.02870491,-102.3501847
15100,117.5,Terry,2000/01/05,2462902,12.5,33.02481543,-102.28823709999999
15101,32.3,Terry,2000/01/04,2463201,42.7,33.12259227,-102.1887878
15102,33.8,Terry,2000/01/04,2463202,60.2,33.08370371,-102.1885098
15103,62.1,Terry,2000/01/04,2463301,42.9,33.08370373,-102.1496185
15104,14.7,Terry,2000/01/04,2463302,34.3,33.12370328,-102.13267320000001
15105,8.3,Terry,2000/01/04,2464101,22.7,33.12370322,-102.1010046
15108,82.25,Bailey,2000/01/25,2508302,17.75,33.97508671,-103.0279988
15109,122.08,Bailey,2000/01/24,2508901,27.92,33.88592431,-103.0121643
15113,146.77,Cochran,2000/01/24,2524601,63.22999999999999,33.70732032,-103.022997
15116,114.17,Yoakum,2000/01/08,2548301,106.83,33.33704827,-103.004664
15117,79.88,Yoakum,2000/01/08,2548601,100.12,33.31482643,-103.00938640000001
15118,54.82,Yoakum,2000/02/12,2548801,51.18,33.25316154,-103.0432765
15119,106.01,Yoakum,2000/02/12,2556201,29.989999999999995,33.219550899999994,-103.0571655
15121,112.78,Yoakum,2000/01/15,2556802,47.22,33.13816166,-103.04772009999999
15123,125.27,Yoakum,2000/01/08,2564301,47.730000000000004,33.10399427,-103.0313306
15128,125.81,Yoakum,2000/01/08,2608202,44.19,32.96371776,-103.06466230000001
15129,139.6,Gaines,2000/01/05,2608506,20.400000000000006,32.95538378,-103.0538286
15130,152.0,Gaines,2000/01/06,2616202,48.0,32.84649452,-103.06132480000001
15131,173.3,Gaines,2000/01/14,2616305,66.69999999999999,32.85371425,-103.01882490000001
15133,106.3,Gaines,2000/01/14,2616907,83.7,32.75926888,-103.0182663
15135,122.3,Gaines,2000/01/14,2624802,27.700000000000003,32.65788573,-103.0443701
15139,110.88,Yoakum,2000/02/05,2701202,146.12,32.99649223,-102.941326
15142,144.6,Gaines,2000/01/14,2701526,35.400000000000006,32.9264918,-102.95438
15143,66.63,Yoakum,2000/02/05,2702101,70.37,32.99260304,-102.8385422
15145,118.3,Gaines,2000/01/05,2702507,46.7,32.92454778,-102.79548179999999
15146,117.8,Gaines,2000/01/05,2702811,62.2,32.90065904,-102.79492540000001
15148,117.0,Gaines,2000/01/20,2703501,29.0,32.94815666,-102.67075390000001
15149,109.5,Gaines,2000/01/07,2703701,30.5,32.88260341,-102.7304767
15151,159.8,Gaines,2000/01/07,2703901,41.19999999999999,32.88204604,-102.6490838
15154,107.1,Gaines,2000/01/12,2704506,75.9,32.94148734,-102.56602609999999
15156,94.05,Terry,2000/01/06,2705201,60.95,32.99287245,-102.42296540000001
15157,114.9,Gaines,2000/01/17,2705401,22.099999999999994,32.91870796,-102.4643537
15158,109.0,Gaines,2000/01/13,2705601,71.0,32.94342859,-102.3818507
15165,72.72,Dawson,2000/01/15,2707501,82.28,32.94537183,-102.1876746
15167,54.0,Dawson,2000/01/15,2707801,96.0,32.91231668,-102.1948964
15168,48.75,Dawson,2000/01/15,2707901,99.25,32.91592801,-102.1562834
15173,54.32,Dawson,2000/01/15,2708503,45.68,32.94231714,-102.0607234
15174,69.75,Dawson,2000/01/15,2708505,40.25,32.91731746,-102.07322370000001
15175,31.58,Dawson,2000/01/15,2708602,28.42,32.93676198,-102.0137765
15177,101.25,Dawson,2000/01/15,2708801,48.75,32.88176259,-102.05850040000001
15181,120.6,Gaines,2000/01/05,2709601,35.400000000000006,32.831214,-102.8943734
15182,156.0,Gaines,2000/01/19,2709803,84.0,32.78065749,-102.9552087
15184,126.4,Gaines,2000/01/17,2709902,30.599999999999994,32.75815817,-102.9027048
15187,79.6,Gaines,2000/01/20,2710308,117.4,32.85010399,-102.7718667
15188,99.75,Gaines,2000/01/05,2710407,85.25,32.81315901,-102.842703
15189,124.7,Gaines,2000/01/05,2710801,25.299999999999997,32.78010414,-102.7999215
15190,101.0,Gaines,2000/01/07,2711109,45.0,32.86038135,-102.7263091
15191,79.6,Gaines,2000/01/07,2711413,50.400000000000006,32.80982641,-102.7296408
15192,100.5,Gaines,2000/01/07,2711602,52.5,32.80760264,-102.6393584
15193,81.1,Gaines,2000/01/07,2711701,125.9,32.78315973,-102.7099166
15194,109.1,Gaines,2000/01/05,2711707,50.900000000000006,32.75843835,-102.7476954
15196,112.4,Gaines,2000/01/20,2712201,37.599999999999994,32.84621132,-102.5501886
15197,91.5,Gaines,2000/01/17,2712714,120.5,32.76676947,-102.6035218
15198,68.3,Gaines,2000/01/12,2712908,142.7,32.77315723,-102.5376854
15199,56.0,Gaines,2000/01/12,2713113,104.0,32.84204342,-102.4807407
15200,70.7,Gaines,2000/01/12,2713314,89.3,32.85370873,-102.41740490000001
15201,65.7,Gaines,2000/01/12,2713711,123.3,32.78621121,-102.46796040000001
15202,91.09,Dawson,2000/01/15,2715201,58.91,32.85703987,-102.1687828
15203,53.42,Dawson,2000/01/15,2715302,121.58,32.83370716,-102.13433640000001
15207,100.58,Dawson,2000/01/15,2716202,139.42000000000002,32.85148514,-102.0787787
15209,98.92,Dawson,2000/01/15,2716301,92.08,32.83898576,-102.0293319
15211,75.25,Dawson,2000/01/15,2716501,128.75,32.8209302,-102.06488879999999
15214,92.08,Dawson,2000/01/15,2716607,102.92,32.80176419,-102.0273871
15217,52.67,Dawson,2000/01/15,2716801,140.32999999999998,32.78676423,-102.04961
15220,115.9,Gaines,2000/01/07,2717604,99.1,32.70038243,-102.8765883
15221,89.9,Gaines,2000/01/10,2718514,25.099999999999994,32.6712172,-102.8076935
15222,102.3,Gaines,2000/01/10,2718611,97.7,32.70038347,-102.7782493
15224,41.6,Gaines,2000/01/10,2719601,118.4,32.69427021,-102.6382415
15225,64.2,Gaines,2000/01/10,2719604,87.8,32.68204837,-102.6543527
15226,89.5,Gaines,2000/01/19,2719804,56.5,32.62954961,-102.6890733
15227,40.9,Gaines,2000/01/12,2720305,139.1,32.71065696,-102.53129270000001
15229,72.1,Gaines,2000/01/12,2721101,37.900000000000006,32.74399005,-102.48157040000001
15230,17.5,Gaines,2000/01/12,2723402,49.5,32.70093069,-102.2415582
15232,16.33,Dawson,2000/01/15,2723505,93.67,32.70343133,-102.1829452
15233,21.17,Dawson,2000/01/15,2723601,92.83,32.68370991,-102.1587766
15235,26.75,Dawson,2000/01/15,2724101,73.25,32.70982099,-102.10266490000001
15236,36.25,Dawson,2000/01/15,2724202,80.75,32.73120962,-102.0707205
15240,32.75,Dawson,2000/01/15,2724902,117.25,32.66315647,-102.0409936
15241,49.08,Dawson,2000/01/15,2724904,110.92,32.64621258,-102.03821490000001
15242,64.3,Gaines,2000/01/06,2725102,20.700000000000003,32.59844151,-102.99797629999999
15243,155.0,Gaines,2000/01/06,2725603,80.0,32.57983087,-102.8960253
15245,171.0,Gaines,2000/01/06,2726403,39.0,32.56427554,-102.842966
15246,167.4,Gaines,2000/01/10,2726517,57.599999999999994,32.55399773,-102.7971297
15247,120.2,Gaines,2000/01/10,2727517,104.8,32.56843906,-102.6918473
15250,57.5,Gaines,2000/01/10,2728301,42.5,32.58732159,-102.53684009999999
15251,48.0,Gaines,2000/01/10,2728603,52.0,32.54482095,-102.5390595
15253,15.0,Dawson,2000/01/15,2731602,70.0,32.55537988,-102.1646035
15259,64.59,Dawson,2000/01/15,2732601,62.41,32.56038218,-102.020432
15260,15.5,Martin,2000/02/22,2732701,52.5,32.522048600000005,-102.0998772
15262,25.8,Martin,2000/02/22,2732801,84.2,32.51232741,-102.059042
15263,31.5,Dawson,2000/01/15,2732802,63.5,32.53927115,-102.0534876
15264,58.5,Andrews,1999/12/18,2733201,11.5,32.47066791,-102.946298
15265,123.95,Andrews,1999/12/18,2734101,15.049999999999997,32.48038849,-102.8479607
15266,52.75,Andrews,1999/12/18,2735302,57.25,32.46204815,-102.6351712
15270,45.35,Andrews,1999/12/15,2737501,9.649999999999999,32.45315523,-102.43016159999999
15271,63.35,Andrews,1999/12/15,2738101,66.65,32.47815596,-102.3526608
15275,79.22,Andrews,1999/12/15,2738802,15.780000000000001,32.41621498,-102.319324
15276,54.9,Martin,2000/02/22,2739201,85.1,32.49677012,-102.1773787
15277,114.4,Martin,2000/02/22,2739606,65.6,32.42094046,-102.1448742
15278,144.0,Martin,2000/02/22,2739607,16.0,32.42732906,-102.1465412
15279,111.6,Martin,2000/02/22,2739608,23.400000000000006,32.41705176,-102.1432073
15280,122.2,Martin,2000/02/22,2739613,59.8,32.43677307,-102.14931949999999
15281,115.0,Martin,2000/02/22,2739614,87.0,32.43427319,-102.14848609999999
15282,130.5,Martin,2000/02/16,2739903,51.5,32.38649735,-102.1482062
15283,78.5,Martin,2000/02/16,2740801,42.5,32.41288638,-102.07987159999999
15285,69.86,Andrews,1999/12/17,2743801,16.14,32.28343966,-102.6793311
15287,71.22,Andrews,1999/12/16,2744215,48.78,32.35565948,-102.5715517
15288,62.9,Andrews,2000/03/18,2744217,47.1,32.36454786,-102.56016269999999
15289,50.88,Andrews,1999/12/16,2744501,69.12,32.30482746,-102.5515485
15290,54.55,Andrews,1999/12/15,2745201,17.450000000000003,32.36065951,-102.4237687
15291,71.75,Andrews,1999/12/16,2745401,53.25,32.29316173,-102.4618224
15294,55.6,Andrews,1999/12/15,2746501,51.4,32.30094206,-102.32404140000001
15298,156.7,Martin,2000/01/17,2748102,46.30000000000001,32.3456667,-102.0862577
15299,25.2,Martin,2000/01/17,2748402,34.8,32.30789017,-102.1018122
15300,100.0,Martin,2000/01/17,2748501,63.0,32.32122362,-102.06236690000001
15301,114.9,Martin,2000/01/17,2748504,63.099999999999994,32.32177945,-102.0440329
15302,79.0,Martin,2000/01/17,2748904,91.0,32.27789244,-102.03291949999999
15303,88.1,Andrews,1999/12/17,2750802,41.900000000000006,32.15594484,-102.811553
