,lev_va_ft,County,MeasurementDate,Well_ID,SaturatedThickness,y_lat,x_long
61,169.94,Dallam,1995/03/13,249502,97.06,36.20669882,-102.9299277
62,251.2,Dallam,1995/03/14,249603,143.8,36.19475441,-102.8893707
63,212.09,Dallam,1995/03/13,249605,172.91,36.17697696,-102.8765926
64,164.02,Dallam,1995/03/13,249801,195.98,36.14864455,-102.9415954
65,160.8,Dallam,1995/03/14,249901,257.2,36.12614484,-102.896594
67,420.22,Dallam,1995/03/08,250901,84.77999999999997,36.16253239,-102.784367
68,343.61,Dallam,1995/03/08,251402,81.38999999999999,36.19475349,-102.7124195
69,326.98,Dallam,1995/03/08,251501,133.01999999999998,36.16892072,-102.6988084
70,282.33,Dallam,1995/03/16,251601,132.67000000000002,36.19864204,-102.641306
71,281.44,Dallam,1995/03/14,251602,183.56,36.1758648,-102.65186240000001
72,341.64,Dallam,1995/03/08,251702,182.36,36.13975499,-102.74186590000001
73,318.48,Dallam,1995/02/12,252301,152.51999999999998,36.23114107,-102.51269
74,323.39,Dallam,1994/12/12,252902,218.61,36.14808683,-102.50685849999999
75,334.98,Dallam,1995/03/13,252903,209.01999999999998,36.13114271,-102.5140813
76,303.2,Dallam,1995/03/09,253201,211.8,36.21975244,-102.4482436
77,332.67,Dallam,1994/12/12,253702,177.32999999999998,36.13392046,-102.4738021
78,362.0,Dallam,1995/03/08,253901,108.0,36.137254,-102.4099109
79,288.07,Dallam,1994/12/07,254201,161.93,36.23530799,-102.29546009999999
80,343.46,Dallam,1995/02/24,254701,82.54000000000002,36.14697623,-102.3585199
81,247.94,Sherman,1995/01/09,255301,187.06,36.24141948,-102.1335113
82,327.4,Dallam,1994/12/07,255401,182.60000000000002,36.20141999,-102.22879209999999
83,281.7,Dallam,1994/12/07,255501,330.3,36.19780911,-102.1871245
84,281.5,Sherman,1995/01/09,255602,215.5,36.16725435,-102.1512908
85,363.03,Dallam,1994/12/07,255701,126.97000000000003,36.15364319,-102.2415713
86,290.7,Dallam,1995/02/24,255802,259.3,36.12725508,-102.1874037
87,275.83,Sherman,1995/01/09,255902,246.17000000000002,36.14392155,-102.14295770000001
88,247.24,Sherman,1995/01/09,256101,271.76,36.24141961,-102.097955
89,253.54,Sherman,1995/01/09,256201,142.46,36.24141978,-102.05350959999998
90,250.73,Sherman,1995/01/09,256709,265.27,36.13947738,-102.0976788
91,162.41,Dallam,1995/02/24,257201,207.59,36.11975627,-102.94298459999999
92,251.11,Dallam,1995/02/25,257302,198.89,36.09725662,-102.9060391
93,210.41,Hartley,1995/03/16,257602,215.59,36.04586886,-102.9104843
94,342.12,Dallam,1995/03/15,258302,129.88,36.10697817,-102.7710341
95,245.51,Dallam,1995/03/15,258401,186.49,36.06086838,-102.8446485
96,251.46,Hartley,1995/03/20,258803,211.54,36.0225359,-102.81631479999999
97,256.74,Hartley,1995/03/15,258901,203.26,36.01753599,-102.7868695
98,291.86,Dallam,1995/03/16,259201,214.14,36.11253296,-102.6704753
99,290.43,Dallam,1995/03/16,259402,143.57,36.081700899999994,-102.7424225
100,218.26,Dallam,1995/03/16,259501,253.74,36.07836718,-102.6840875
101,196.37,Hartley,1995/03/14,259602,317.63,36.04364558,-102.66575440000001
103,240.39,Hartley,1995/03/14,259901,259.61,36.02197903,-102.6307538
104,323.65,Dallam,1995/03/10,260201,176.35000000000002,36.101977000000005,-102.58158399999999
105,269.01,Dallam,1995/03/13,260401,215.99,36.07947759,-102.60102950000001
106,309.0,Dallam,1995/03/13,260501,264.0,36.06169972,-102.5510285
107,255.22,Hartley,1995/03/20,260701,304.78,36.03308955,-102.59464150000001
109,345.09,Hartley,1995/03/14,261401,180.91000000000003,36.05475501,-102.4876934
110,379.15,Hartley,1995/03/14,261801,126.85000000000002,36.03697781,-102.4424145
111,366.37,Hartley,1995/03/14,261802,147.63,36.03642217,-102.4568594
112,377.64,Hartley,1995/03/14,261903,137.36,36.03642265,-102.38046779999999
113,363.95,Dallam,1994/12/07,262301,101.05000000000001,36.10864402,-102.2743512
114,389.25,Hartley,1995/03/14,262501,72.75,36.05364492,-102.31907629999999
115,385.28,Hartley,1995/03/15,262702,144.72000000000003,36.00364561,-102.36241240000001
116,372.42,Hartley,1995/03/14,262801,95.57999999999998,36.04031192,-102.3071317
117,383.62,Hartley,1995/03/20,262805,78.38,36.00392374,-102.3115772
119,317.17,Dallam,1995/02/24,263201,182.82999999999998,36.08864479,-102.19157120000001
120,314.64,Dallam,1995/02/24,263401,150.36,36.06170078,-102.22879520000001
121,332.02,Sherman,1995/01/09,263601,297.98,36.06920093,-102.1476814
122,334.19,Hartley,1995/03/20,263702,199.81,36.03559029,-102.21518420000001
123,268.82,Sherman,1995/01/09,264202,238.18,36.10170057,-102.0574004
124,284.08,Sherman,1995/01/09,264303,181.92000000000002,36.0933676,-102.00739899999999
125,334.0,Sherman,1995/01/09,264401,184.0,36.06892335,-102.09767990000002
126,308.41,Moore,1995/03/23,264501,104.58999999999997,36.05309055,-102.0474007
127,327.5,Sherman,1995/01/09,264503,196.5,36.06947895,-102.0824016
128,295.09,Sherman,1995/01/09,264601,168.91000000000003,36.07225685,-102.03490009999999
129,303.3,Sherman,1995/01/09,264602,158.7,36.07336803,-102.0085104
130,336.89,Moore,1995/03/24,264801,310.11,36.01031361,-102.06879090000001
131,340.19,Moore,1995/03/23,264901,143.81,36.00392508,-102.01212240000001
132,183.02,Sherman,1995/01/27,333302,184.98,36.49113796,-101.9115562
133,220.39,Sherman,1995/01/27,333501,219.61,36.441416600000004,-101.9193352
134,223.56,Sherman,1995/01/27,333502,227.44,36.41863919,-101.9548922
135,193.47,Sherman,1995/01/27,333504,246.53,36.45419414,-101.9454467
136,240.97,Sherman,1995/01/27,333702,214.03,36.39363959,-101.9907271
137,179.05,Sherman,1995/01/18,333902,175.95,36.38586203,-101.9146139
138,175.37,Sherman,1995/01/27,334102,110.63,36.48113816,-101.85016590000001
139,211.04,Sherman,1995/01/27,334103,155.96,36.49669343,-101.8715551
140,243.35,Sherman,1995/01/18,334302,318.65,36.49474906,-101.75682990000001
141,261.62,Sherman,1995/01/18,334501,198.38,36.457527500000005,-101.815721
142,213.36,Sherman,1995/01/18,334701,194.64,36.40752838,-101.8535007
143,270.18,Sherman,1995/01/18,334801,84.82,36.41502827,-101.8240553
144,251.18,Sherman,1995/01/18,335201,199.82,36.477805,-101.6968296
145,242.03,Sherman,1995/01/18,335203,290.97,36.49586024,-101.67877370000001
146,123.96,Sherman,1995/01/18,335302,223.04000000000002,36.47363848,-101.6332181
147,205.61,Sherman,1995/01/18,335303,219.39,36.49947133,-101.641829
148,230.29,Sherman,1995/01/18,335601,179.71,36.43808358,-101.6340518
149,247.55,Hansford,1995/02/10,336301,86.44999999999999,36.46447212,-101.51405059999999
150,244.95,Hansford,1995/02/10,336304,85.05000000000001,36.49558268,-101.5115503
152,276.4,Hansford,1995/02/10,336501,123.60000000000002,36.44475019,-101.56849559999999
153,246.9,Hansford,1995/02/10,336601,153.1,36.43113939,-101.5051618
154,264.31,Hansford,1995/02/10,336602,88.69,36.42863941,-101.5318287
155,304.17,Hansford,1995/02/14,336701,212.82999999999998,36.38780673,-101.62294109999999
156,239.09,Hansford,1995/02/10,337101,80.91,36.46363883,-101.49599479999999
157,307.9,Hansford,1995/01/30,337601,96.10000000000002,36.45836136,-101.3834934
158,336.78,Hansford,1995/02/10,337803,88.22000000000003,36.38975135,-101.442939
159,329.14,Hansford,1995/02/10,337804,94.86000000000001,36.40808439,-101.4251608
160,342.09,Hansford,1995/01/30,337901,77.91000000000003,36.40086233,-101.4062717
161,272.69,Hansford,1995/01/30,338102,95.31,36.48169436,-101.3429373
162,265.44,Hansford,1995/01/24,338301,134.56,36.47391682,-101.29043659999999
163,243.9,Hansford,1995/01/24,338302,171.1,36.48280558,-101.2762698
164,253.11,Hansford,1995/01/30,338401,166.89,36.44363949,-101.33654840000001
165,351.8,Hansford,1995/01/03,338402,145.2,36.41725103,-101.35293759999999
166,242.72,Hansford,1995/01/24,338601,261.28,36.43002877,-101.2515473
167,323.21,Hansford,1995/01/30,338803,125.79000000000002,36.38697385,-101.3157149
168,292.47,Hansford,1995/01/24,338901,207.52999999999997,36.39614047,-101.25210279999999
169,251.38,Hansford,1995/01/24,338902,252.62,36.41614012,-101.25488059999999
170,188.86,Hansford,1995/01/24,339201,281.14,36.47586153,-101.195991
171,222.38,Hansford,1995/01/24,339503,305.62,36.42669578,-101.18515740000001
172,216.66,Hansford,1995/01/24,339504,311.34000000000003,36.45336202,-101.1734906
173,33.37,Hansford,1995/01/24,339901,249.63,36.38253006,-101.1443233
174,75.32,Hansford,1995/01/24,340101,117.68,36.49613936,-101.09737870000001
175,83.94,Hansford,1995/01/24,340701,41.06,36.41002971,-101.112934
176,289.49,Ochiltree,1995/01/10,340801,247.51,36.403363399999996,-101.05793309999999
177,303.21,Ochiltree,1995/01/10,340903,286.79,36.40391901,-101.0420995
178,314.69,Ochiltree,1995/01/10,340904,295.31,36.40475249,-101.0040434
179,296.95,Sherman,1995/01/18,341101,146.05,36.35058475,-101.9998949
180,277.85,Sherman,1995/01/18,341202,156.14999999999998,36.33586288,-101.9371156
181,293.1,Sherman,1995/01/13,341405,151.89999999999998,36.30669663,-101.9871177
182,265.95,Sherman,1995/01/18,341502,89.05000000000001,36.32947413,-101.9193374
183,245.14,Sherman,1995/01/13,341602,222.86,36.29891915,-101.8971151
184,266.99,Sherman,1995/01/18,341603,123.00999999999999,36.33114079,-101.90155909999999
185,232.86,Sherman,1995/01/13,341702,227.14,36.26530846,-101.9818407
186,249.82,Sherman,1995/01/13,341801,166.18,36.2800305,-101.94628370000001
187,237.56,Sherman,1995/01/13,341901,337.44,36.26753077,-101.9176719
189,289.19,Sherman,1995/01/13,342401,130.81,36.32808539,-101.8421129
190,240.1,Sherman,1995/01/10,342802,217.9,36.27780856,-101.82433540000001
191,252.25,Sherman,1995/01/18,343103,272.75,36.37141807,-101.7148868
192,220.93,Sherman,1995/01/10,343502,306.07,36.32003015,-101.7062763
193,240.68,Hansford,1995/02/14,344302,224.32,36.36558499,-101.5140512
194,261.26,Hansford,1995/02/14,344501,52.74000000000001,36.298919500000004,-101.5462744
195,247.12,Hansford,1995/02/14,344703,236.88,36.29114185,-101.5879417
196,266.68,Hansford,1995/02/17,344704,261.32,36.26447566,-101.61044229999999
197,268.65,Hansford,1995/02/14,344801,239.35000000000002,36.25197589,-101.5690529
198,309.24,Hansford,1995/02/14,345101,200.76,36.36141846,-101.4743285
199,334.02,Hansford,1995/01/30,345304,151.98000000000002,36.36502963,-101.40682740000001
200,258.81,Hansford,1995/02/14,345401,137.19,36.32864126,-101.47710649999999
201,245.17,Hansford,1995/01/30,345602,241.83,36.32725251,-101.4071054
202,310.42,Hansford,1995/01/30,346203,13.579999999999984,36.34891894,-101.32793740000001
203,317.11,Hansford,1995/01/25,346302,212.89,36.34391912,-101.27404770000001
204,228.12,Hansford,1995/01/30,346402,257.88,36.29836421,-101.3626603
205,290.71,Hansford,1995/01/30,346501,107.29000000000002,36.31669731,-101.3098816
206,308.23,Hansford,1995/01/30,346604,105.76999999999998,36.31364184,-101.2918258
207,254.47,Hansford,1995/01/30,346702,205.53,36.27142028,-101.3404378
208,267.17,Hansford,1995/01/24,347104,261.83,36.37336323,-101.22071340000001
209,295.76,Hansford,1995/01/24,347601,360.24,36.32503114,-101.1293228
210,335.33,Hansford,1995/01/24,347901,134.67000000000002,36.27142096,-101.13265600000001
212,297.42,Hansford,1995/01/24,348104,29.579999999999984,36.34614204,-101.0929334
213,345.44,Ochiltree,1995/01/10,348203,199.56,36.35030873,-101.0715441
214,290.05,Ochiltree,1995/01/24,348302,254.95,36.34586462,-101.0118208
215,312.01,Hansford,1995/01/24,348404,76.99000000000001,36.30919817,-101.1104335
216,354.32,Ochiltree,1995/01/10,348601,236.68,36.32419823,-101.0379322
217,333.11,Hansford,1995/01/24,348701,338.89,36.28642076,-101.1196002
218,351.7,Ochiltree,1995/01/24,348802,90.30000000000001,36.28836544,-101.0584879
219,363.76,Ochiltree,1995/01/10,348901,58.24000000000001,36.28808775,-101.0407098
220,338.55,Ochiltree,1995/01/18,348902,161.45,36.28725455,-101.013487
221,345.91,Ochiltree,1995/01/18,348905,108.08999999999997,36.25808829,-101.0395984
222,352.88,Ochiltree,1995/01/18,348906,127.12,36.25836618,-101.0129312
223,236.88,Sherman,1995/01/13,349401,126.12,36.1983654,-101.97267459999999
224,246.85,Sherman,1995/01/13,349501,99.15,36.17614372,-101.9373959
226,273.0,Sherman,1995/01/13,349701,181.0,36.13975555,-101.97045290000001
227,274.39,Sherman,1995/01/13,350401,110.61000000000001,36.17614388,-101.83433690000001
228,286.78,Sherman,1995/01/10,350503,143.22000000000003,36.16836628,-101.82517
229,299.67,Sherman,1995/01/10,350601,105.32999999999998,36.18336603,-101.7882242
230,285.46,Sherman,1995/01/13,350702,114.54000000000002,36.13336695,-101.8521157
231,281.25,Sherman,1995/01/10,350901,74.75,36.13058933,-101.7754465
232,262.84,Sherman,1995/01/10,351201,195.16000000000003,36.21086557,-101.6973886
235,244.19,Sherman,1995/01/10,351603,185.81,36.18864381,-101.6432213
236,275.82,Sherman,1995/01/10,351804,165.18,36.13781148,-101.6679444
237,286.19,Hansford,1995/02/17,352105,203.81,36.24892039,-101.6148869
238,230.0,Hansford,1995/02/16,352302,312.0,36.21169894,-101.5068301
239,201.37,Hansford,1995/02/16,352402,122.63,36.16836645,-101.6043321
240,215.19,Hansford,1995/02/16,352502,326.81,36.20781012,-101.5473863
241,236.92,Hansford,1995/02/08,352802,263.08000000000004,36.12531177,-101.5723876
242,215.96,Hansford,1995/02/16,352804,254.04,36.15420009,-101.5501647
243,194.1,Hansford,1995/02/08,352902,290.9,36.12531179,-101.5318314
244,242.16,Hansford,1995/02/16,353101,57.84,36.22642093,-101.4615514
245,241.21,Hansford,1995/02/16,353201,178.79,36.24892051,-101.4387729
246,270.12,Hansford,1995/02/16,353305,329.88,36.23447645,-101.3804387
247,82.72,Hansford,1995/02/16,353501,237.28,36.17531087,-101.4398848
248,220.83,Hansford,1995/02/16,353502,304.16999999999996,36.20364363,-101.4446068
249,229.67,Hansford,1995/02/16,353503,280.33000000000004,36.20669914,-101.4354399
250,251.84,Hansford,1995/02/16,353605,253.16,36.20725472,-101.4118284
251,241.61,Hansford,1995/02/08,353803,113.38999999999999,36.12503411,-101.43127390000001
252,215.62,Hansford,1995/02/08,353901,108.38,36.12558969,-101.39710649999999
253,282.12,Hansford,1995/02/17,354102,184.88,36.23947641,-101.3446047
254,284.08,Hansford,1995/02/17,354103,269.92,36.2403097,-101.35960490000001
255,134.48,Hansford,1994/10/15,354301,50.52000000000001,36.24364313,-101.2629365
256,108.74,Hansford,1995/02/16,354401,96.26,36.19392175,-101.34182709999999
257,313.07,Hansford,1995/02/08,354501,147.93,36.16808897,-101.3043265
258,349.22,Hansford,1995/02/08,354801,61.77999999999997,36.13947843,-101.29460429999999
259,299.17,Hansford,1995/01/25,355101,185.82999999999998,36.23253235,-101.22849140000001
260,360.03,Hansford,1995/01/24,355301,124.97000000000003,36.24419924,-101.1296003
261,356.11,Hansford,1995/02/16,355302,347.89,36.22086631,-101.1365449
262,348.12,Hansford,1995/02/16,355408,289.88,36.16892245,-101.2296027
263,306.15,Hansford,1995/02/08,355409,319.85,36.19919962,-101.2365472
264,346.55,Hansford,1995/02/16,355601,66.44999999999999,36.19892215,-101.1640456
265,363.6,Hansford,1995/02/16,355608,179.39999999999998,36.17003392,-101.1373783
266,382.9,Hansford,1995/02/16,355705,251.10000000000002,36.13975629,-101.2426587
267,405.9,Hansford,1995/02/16,355803,57.10000000000002,36.12614567,-101.1812683
268,359.86,Hansford,1995/02/16,355804,185.14,36.16281161,-101.19071290000001
269,359.64,Ochiltree,1995/01/18,356302,140.36,36.22892223,-101.0215423
270,386.2,Hansford,1995/02/16,356401,111.80000000000001,36.19920023,-101.09321059999999
271,396.87,Ochiltree,1995/01/18,356501,103.13,36.18531175,-101.0559875
272,379.55,Ochiltree,1995/01/18,356601,87.44999999999999,36.20031163,-101.0212645
273,418.19,Ochiltree,1995/01/18,356603,322.81,36.17114555,-101.0059863
274,377.03,Hansford,1995/02/16,356702,72.97000000000003,36.14059007,-101.1237669
275,368.22,Ochiltree,1995/01/17,356801,331.78,36.12642384,-101.0795991
276,283.96,Sherman,1995/01/09,357102,190.04000000000002,36.08364563,-101.99017640000001
278,273.13,Moore,1995/03/22,357501,126.87,36.05225744,-101.9543422
279,279.52,Sherman,1995/01/09,357503,330.48,36.08170126,-101.9485083
280,276.74,Sherman,1995/01/09,357602,249.26,36.07975689999999,-101.8976733
281,271.25,Moore,1995/03/24,357702,298.75,36.0347578,-101.9723985
282,275.99,Sherman,1995/01/09,358201,92.00999999999999,36.09586775,-101.82878199999999
283,261.4,Sherman,1995/01/10,358302,103.60000000000002,36.11058973,-101.7754467
284,258.81,Sherman,1995/01/10,358502,137.19,36.07447931,-101.8110038
285,248.25,Sherman,1995/01/10,358603,71.75,36.0678128,-101.7843363
286,244.49,Moore,1995/03/28,358805,149.51,36.0386467,-101.8110042
287,317.47,Moore,1995/03/22,358902,24.529999999999973,36.01198059,-101.7746143
288,248.25,Sherman,1995/01/10,359503,205.75,36.06503515,-101.6682229
289,253.32,Sherman,1995/01/10,359601,161.68,36.05975748,-101.65905620000001
290,240.48,Moore,1995/03/23,359603,202.52,36.05253541,-101.6498895
291,283.05,Moore,1995/03/28,359703,156.95,36.03586902,-101.7401687
292,266.75,Moore,1995/03/22,359806,41.25,36.00253639,-101.66850129999999
293,216.61,Hutchinson,1995/02/22,360401,93.38999999999999,36.04531337,-101.5926665
294,227.12,Hansford,1995/02/08,360403,97.88,36.06753513,-101.61099990000001
295,217.52,Hutchinson,1995/02/22,360501,166.48,36.04892442,-101.5609993
296,205.43,Hansford,1995/02/08,360503,283.57,36.056146500000004,-101.56044370000001
297,235.1,Hutchinson,1995/02/22,360702,226.9,36.01142514,-101.61488940000001
298,83.92,Hansford,1995/02/08,361404,216.07999999999998,36.08142382,-101.4790532
299,73.3,Hansford,1995/02/08,361501,126.7,36.07197959,-101.4551638
300,202.96,Hutchinson,1995/02/22,361701,167.04,36.03725803,-101.4984985
301,142.54,Hutchinson,1995/02/22,361703,223.46,36.03809137,-101.46238659999999
302,159.66,Hutchinson,1995/02/22,361704,105.34,36.02309167,-101.474887
303,165.96,Hutchinson,1995/02/24,361802,267.03999999999996,36.026147200000004,-101.4273858
304,291.61,Hansford,1995/02/08,362101,145.39,36.12003431,-101.3434943
305,296.12,Hansford,1995/02/08,362102,103.88,36.09531255,-101.36377270000001
306,282.66,Hansford,1995/02/08,362203,116.33999999999997,36.12475646,-101.32516059999999
307,390.16,Hansford,1995/02/16,362304,154.83999999999997,36.11781222,-101.2659927
308,361.22,Hansford,1995/02/16,362501,126.77999999999997,36.06697983,-101.30627159999999
309,367.52,Hansford,1995/02/16,362604,82.48000000000002,36.08114624,-101.28877109999999
310,325.72,Hutchinson,1995/02/24,362705,144.27999999999997,36.01586968,-101.35571750000001
311,332.19,Hutchinson,1995/02/24,362706,151.81,36.00864761,-101.34182829999999
312,347.9,Hutchinson,1995/02/24,362801,166.10000000000002,36.03753596,-101.3018272
313,352.09,Hutchinson,1995/02/24,362805,189.91000000000003,36.00392549,-101.31988340000001
314,393.5,Hutchinson,1995/02/24,363401,121.5,36.05309138,-101.21432490000001
315,459.61,Hansford,1995/02/16,363503,258.39,36.07475776,-101.1798795
316,423.6,Hutchinson,1995/02/24,363601,94.39999999999998,36.0536471,-101.16210129999999
317,396.87,Hutchinson,1995/02/24,363803,93.13,36.03503629,-101.1768239
318,440.9,Ochiltree,1995/01/17,364202,291.1,36.08336908,-101.0773768
319,416.24,Ochiltree,1995/01/17,364301,83.75999999999999,36.11947975,-101.01987530000001
320,416.11,Ochiltree,1995/01/17,364302,63.889999999999986,36.10142452,-101.0195975
321,435.57,Hansford,1995/02/16,364407,465.43,36.07392476,-101.09043270000001
322,429.55,Roberts,1994/12/31,364502,180.45,36.0547586,-101.0440425
323,430.86,Ochiltree,1995/01/17,364602,327.14,36.06253626,-101.0379312
324,90.19,Roberts,1994/12/31,364902,9.810000000000002,36.003926299999996,-101.0068191
325,246.01,Ochiltree,1995/01/11,433301,93.99000000000001,36.49002917,-100.8784864
326,250.42,Ochiltree,1995/01/18,433601,159.58,36.45252993,-100.8762637
327,290.1,Ochiltree,1995/01/10,433801,21.899999999999977,36.38419769,-100.92931949999999
328,252.74,Ochiltree,1995/01/11,434501,177.26,36.45641903,-100.8032068
329,286.11,Ochiltree,1995/01/24,434701,215.89,36.39780892,-100.85431820000001
330,243.62,Ochiltree,1995/01/11,435301,97.38,36.47419703,-100.6673708
331,245.15,Ochiltree,1995/01/11,435302,54.849999999999994,36.49280788,-100.62625899999999
332,247.88,Ochiltree,1995/01/11,435601,49.120000000000005,36.43419799,-100.66487020000001
333,270.0,Ochiltree,1995/01/11,435701,120.0,36.39058751,-100.7284822
334,266.62,Ochiltree,1995/01/11,435702,95.38,36.41030918,-100.74709399999999
335,283.02,Ochiltree,1995/01/11,435801,112.98000000000002,36.3814213,-100.69153670000001
336,225.9,Lipscomb,1994/12/28,436202,204.1,36.48503068,-100.5451458
337,228.65,Ochiltree,1995/01/11,436204,289.35,36.47086426,-100.5698684
338,226.57,Lipscomb,1994/12/28,436209,214.43,36.46280904,-100.54347879999999
339,244.91,Ochiltree,1995/01/11,436501,166.09,36.43503181,-100.57486800000001
340,241.56,Lipscomb,1994/12/28,436601,393.44,36.42725448,-100.5307002
341,204.96,Ochiltree,1995/01/12,436704,244.04,36.39058835,-100.59709009999999
342,224.41,Ochiltree,1995/01/11,436802,188.59,36.39169968,-100.5584781
343,201.86,Lipscomb,1995/01/06,436901,285.14,36.40058862,-100.5134772
345,185.5,Lipscomb,1995/01/09,437302,164.5,36.46336541,-100.39347420000001
346,201.08,Lipscomb,1994/10/28,437401,318.91999999999996,36.44419876,-100.4790323
348,251.35,Lipscomb,1994/12/28,437502,155.65,36.43031037,-100.4531979
352,40.45,Lipscomb,1995/01/06,438401,135.55,36.43808853,-100.33930529999999
353,248.13,Lipscomb,1995/01/09,438902,188.87,36.383090100000004,-100.2773579
354,223.64,Lipscomb,1995/01/09,438904,278.36,36.40475633,-100.2651356
355,262.7,Lipscomb,1995/01/06,439401,197.3,36.45586675,-100.2198571
357,169.3,Lipscomb,1994/12/27,439603,208.7,36.41975706,-100.16624370000001
358,148.66,Lipscomb,1995/01/04,439801,237.34,36.41086823,-100.17679940000001
360,216.68,Lipscomb,1995/01/06,440101,283.32,36.49364527,-100.0976316
362,130.51,Lipscomb,1995/01/05,440301,280.49,36.47725792,-100.0015171
363,133.06,Lipscomb,1995/01/05,440501,210.94,36.44059111,-100.0706853
364,55.82,Lipscomb,1995/01/10,440601,313.18,36.43698059,-100.02762829999999
365,156.02,Lipscomb,1994/12/27,440701,263.98,36.39364726,-100.0995743
366,165.34,Lipscomb,1995/01/05,440802,288.65999999999997,36.41559168,-100.064018
367,355.22,Ochiltree,1995/01/10,441105,227.77999999999997,36.37503094,-100.9765426
368,378.93,Ochiltree,1995/01/10,441203,171.07,36.36086465,-100.9573754
369,305.75,Ochiltree,1995/01/18,441502,34.25,36.30725461,-100.94654129999999
370,321.6,Ochiltree,1995/01/18,441801,78.39999999999998,36.29003286,-100.9243184
